policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,num_heavy_vehicles,late_payment_count,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-016539,INS-00695,2023-11-07,2023-07-19,2024-07-18,AL,11,2.9,8,33.8,29.3,383.4,Construction,TX,1,2,30468.73,5000,300,11134.91,,62.11,3,1.0,,,,
POL-016540,INS-00452,2023-04-06,2023-03-08,2024-03-07,AL,10,5.4,3,44.3,1.0,146.6,Service,OH,0,0,0.0,1000,500,6593.2,Annual,,1,0.0,,,,
POL-016541,INS-00515,2023-12-29,2023-10-30,2024-10-29,AL,6,7.8,4,49.7,8.8,56.6,Trucking,NY,1,2,25627.1,250,1000,29185.02,Monthly,6.41,1,0.0,,,,
POL-016542,INS-00693,2023-01-15,2022-12-12,2023-12-12,AL,6,6.7,2,35.7,8.1,186.7,Service,GA,1,2,17335.15,5000,1000,37342.24,Quarterly,95.74,2,0.0,,,,
POL-016543,INS-00133,2023-10-18,2023-05-25,2024-05-24,AL,11,4.9,8,35.8,1.0,253.5,Other,FL,1,2,18041.78,1000,500,7297.68,Quarterly,55.54,5,,,,,
POL-016544,INS-00086,2024-04-26,2024-01-21,2025-01-20,AL,13,5.7,10,45.4,14.8,233.8,Service,NY,1,1,6238.4,5000,300,11663.53,Quarterly,26.26,2,0.0,,,,
POL-016545,INS-00567,2023-11-08,2023-07-18,2024-07-17,AL,12,7.7,9,51.2,4.1,490.4,Retail,TX,1,0,8654.58,2500,500,4441.25,Annual,49.74,4,1.0,,,,
POL-016546,INS-00629,2024-06-16,2024-06-05,2025-06-05,AL,9,5.1,9,52.6,1.0,270.9,Construction,NY,0,0,0.0,1000,1000,13356.75,Monthly,70.49,2,0.0,,,,
POL-016547,INS-00516,2023-07-15,2023-04-24,2024-04-23,AL,11,6.3,8,37.3,15.8,223.7,Trucking,AZ,1,0,,500,1000,8562.17,Quarterly,20.52,3,,,,,
POL-016548,INS-00126,2024-01-27,2023-11-28,2024-11-27,AL,6,10.8,4,47.6,4.7,357.6,Construction,IL,0,0,0.0,5000,500,40000.0,Monthly,17.28,2,3.0,,,,
POL-016549,INS-00043,2024-06-06,2024-04-30,2025-04-30,AL,6,5.4,8,38.7,9.3,108.8,Retail,NY,2,0,2111.77,250,300,11478.12,Quarterly,48.1,0,0.0,,,,
POL-016550,INS-00331,2023-02-10,2023-01-09,2024-01-09,AL,10,3.8,7,48.7,5.6,286.4,Service,CA,0,0,0.0,2500,1000,7747.76,Quarterly,51.03,4,3.0,,,,
POL-016551,INS-00047,2024-01-23,2023-10-26,2024-10-25,AL,11,3.1,3,34.9,5.2,252.0,Trucking,NY,1,0,9325.42,250,500,40000.0,Monthly,90.62,2,0.0,,,,
POL-016552,INS-00004,2024-02-08,2024-01-14,2025-01-13,AL,12,6.0,14,45.6,10.6,193.0,Trucking,TX,3,0,20992.9,5000,500,8667.75,Quarterly,95.04,2,0.0,,,,
POL-016553,INS-00284,2023-10-31,2023-06-11,2024-06-10,AL,13,6.8,8,50.8,2.7,358.0,Construction,AZ,2,1,8915.5,500,1000,16313.28,Annual,55.13,2,1.0,,,,
POL-016554,INS-00527,2023-01-06,2022-10-13,2023-10-13,AL,7,5.3,6,28.8,13.5,118.3,Construction,NC,1,1,36446.54,500,300,7204.12,Annual,88.54,1,1.0,,,,
POL-016555,INS-00481,2023-02-04,2023-01-13,2024-01-13,AL,10,0.0,6,44.4,13.4,235.4,Retail,NY,1,0,27992.5,250,1000,6745.75,Annual,81.09,3,1.0,,,,
POL-016556,INS-00126,2023-11-02,2023-07-16,2024-07-15,AL,6,8.2,4,26.4,6.3,119.8,Trucking,PA,0,0,0.0,1000,1000,30979.69,Monthly,82.14,1,0.0,,,,
POL-016557,INS-00663,2024-01-29,2023-12-10,2024-12-09,AL,15,5.1,3,40.1,4.0,101.0,Construction,TX,1,0,38073.43,2500,300,12651.37,Monthly,56.64,3,3.0,,,,
POL-016558,INS-00013,2023-01-02,2022-08-28,2023-08-28,AL,11,3.3,6,39.2,1.4,239.1,retail,NY,0,0,0.0,2500,300,19208.64,Monthly,58.76,2,3.0,,,,
POL-016559,INS-00603,2024-05-08,2024-02-12,2025-02-11,AL,9,3.0,6,55.7,3.8,108.4,CONSTRUCTION,CO,1,0,8713.38,500,500,34422.42,Monthly,28.79,0,1.0,,,,
POL-016560,INS-00388,2023-10-14,2023-05-06,2024-05-05,AL,6,7.8,4,23.0,2.7,60.6,trucking,NC,1,2,35256.14,250,300,5559.4,Quarterly,61.34,0,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016561,INS-00298,2024-06-12,2024-01-31,2025-01-30,AL,7,4.8,3,27.9,1.0,157.5,construction,IL,3,1,41159.95,2500,300,21822.37,Annual,78.79,0,0.0,,,,
POL-016562,INS-00562,2024-05-27,2024-04-23,2025-04-23,AL,7,2.8,6,33.1,9.6,79.6,Service,CO,0,2,6266.89,5000,300,14858.1,Quarterly,90.48,2,0.0,,,,
POL-016563,INS-00730,2023-06-21,2023-04-03,2024-04-02,AL,14,5.6,9,52.0,6.0,555.1,Service,NY,0,1,7269.26,5000,300,8945.69,Annual,25.4,1,0.0,,,,
POL-016564,INS-00120,2024-03-06,2023-10-29,2024-10-28,AL,9,5.2,4,45.8,1.0,362.5,retail,IL,1,1,12958.18,1000,500,15574.9,Quarterly,96.69,3,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-016565,INS-00567,2024-06-22,2024-01-12,2025-01-11,AL,14,4.8,11,37.5,5.9,650.0,Retail,OH,1,1,16610.56,500,300,8884.5,Monthly,87.06,5,0.0,,,,
POL-016566,INS-00514,2023-08-02,2023-06-05,2024-06-04,AL,12,2.7,5,36.8,8.6,,Construction,FL,0,2,5348.91,500,1000,13631.12,Quarterly,29.2,2,1.0,,,,
POL-016567,INS-00249,2024-02-22,2024-01-21,2025-01-20,AL,13,7.4,7,35.9,4.8,461.6,Trucking,CA,1,2,79065.78,250,500,17073.4,Annual,77.25,2,0.0,,,,
POL-016568,INS-00594,2023-11-23,2023-07-28,2024-07-27,AL,6,1.0,5,40.7,8.0,199.5,Construction,TX,1,0,7526.8,1000,500,9533.64,Quarterly,9.93,3,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016569,INS-00698,2023-04-28,2023-02-03,2024-02-03,AL,6,7.7,8,40.0,9.4,254.6,service,PA,0,1,,2500,300,16084.09,,43.1,0,,9999-01-01,-999.0,INVALID,-999.0
POL-016570,INS-00555,2023-09-26,2023-04-18,2024-04-17,AL,10,4.7,6,41.6,1.0,203.7,Service,IL,1,1,,250,300,9551.34,Annual,60.82,1,0.0,,,,
POL-016571,INS-00062,2023-07-26,2023-07-22,2024-07-21,AL,7,4.5,3,27.3,2.2,235.4,Construction,AZ,0,0,0.0,500,1000,10557.36,Annual,32.89,2,2.0,,,,
POL-016572,INS-00057,2024-06-26,2024-06-04,2025-06-04,AL,14,7.8,11,48.8,3.2,134.8,Construction,CO,3,1,84216.28,2500,300,27612.76,Annual,94.39,1,0.0,,,,
POL-016573,INS-00383,2023-12-11,2023-11-18,2024-11-17,AL,9,0.2,6,38.3,6.1,251.4,Trucking,PA,0,1,7533.21,250,300,9329.6,Monthly,27.21,1,0.0,,,,
POL-016574,INS-00693,2023-01-21,2023-01-13,2024-01-13,AL,7,5.3,4,28.5,1.0,159.5,Construction,OH,0,0,0.0,500,500,31188.0,Annual,67.12,2,2.0,,,,
POL-016575,INS-00081,2024-04-19,2023-12-29,2024-12-28,AL,9,3.0,5,37.0,8.1,315.9,Construction,CO,0,0,0.0,5000,300,15478.33,Annual,55.78,0,1.0,,,,
POL-016576,INS-00142,2024-01-28,2023-11-06,2024-11-05,AL,11,0.0,2,47.3,2.6,265.7,Service,NC,0,0,0.0,2500,300,4325.33,Quarterly,67.77,2,1.0,,,,
POL-016577,INS-00442,2023-01-27,2022-09-30,2023-09-30,AL,5,6.2,4,50.4,5.3,220.5,retail,GA,0,0,0.0,1000,100,9133.2,Quarterly,22.45,2,2.0,,,,
POL-016578,INS-00080,2023-01-27,2023-01-21,2024-01-21,AL,4,4.6,1,35.0,5.6,142.1,Construction,TX,0,0,0.0,1000,300,9071.82,Annual,0.38,0,1.0,,,,
POL-016579,INS-00271,2023-09-10,2023-08-24,2024-08-23,AL,2,2.0,3,33.5,16.4,72.3,Retail,PA,0,0,0.0,5000,100,7994.6,Monthly,67.88,1,0.0,,,,
POL-016580,INS-00197,2024-06-22,2024-01-22,2025-01-21,AL,11,5.3,6,26.2,4.0,520.5,service,GA,0,0,0.0,500,300,16472.25,Quarterly,57.18,2,1.0,,,,
POL-016581,INS-00445,2023-06-14,2023-05-31,2024-05-30,AL,4,6.2,5,45.8,17.2,105.8,Retail,GA,1,1,20584.35,5000,500,9100.77,Monthly,24.91,1,1.0,,,,
POL-016582,INS-00208,2023-08-29,2023-06-05,2024-06-04,AL,10,5.0,7,,22.7,216.3,Construction,OH,1,0,11947.71,2500,300,7512.36,Monthly,31.38,1,1.0,,,,
POL-016583,INS-00466,2024-02-16,2023-09-02,2024-09-01,AL,3,1.0,7,45.9,2.8,98.5,Trucking,FL,0,0,0.0,2500,300,6574.92,Monthly,91.3,0,0.0,,,,
POL-016584,INS-00454,2023-07-13,2023-06-10,2024-06-09,AL,11,4.6,2,35.1,10.1,143.1,TRUCKING,TX,2,0,12403.65,500,1000,24180.96,Annual,59.44,2,1.0,,,,
POL-016585,INS-00536,2023-09-15,2023-07-09,2024-07-08,AL,6,8.6,2,34.7,16.6,262.8,Trucking,NY,0,0,0.0,5000,300,17591.15,Quarterly,90.61,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016586,INS-00200,2023-05-03,2023-03-09,2024-03-08,AL,11,3.9,4,39.1,1.3,146.0,Service,WA,2,1,26862.44,2500,500,35116.29,Monthly,93.58,1,1.0,,,,
POL-016587,INS-00578,2024-02-01,2023-10-06,2024-10-05,AL,11,8.7,9,37.6,6.7,260.5,Construction,FL,0,2,49972.61,2500,1000,8410.06,Quarterly,31.38,1,0.0,,,,
POL-016588,INS-00340,2023-01-28,2022-09-27,2023-09-27,AL,14,4.6,3,28.4,11.5,,Trucking,IL,1,0,6940.53,250,300,7878.03,Monthly,,4,0.0,,,,
POL-016589,INS-00471,2023-12-20,2023-12-01,2024-11-30,AL,7,1.8,5,36.1,9.2,305.7,TRUCKING,PA,1,2,5335.51,500,1000,14850.38,Quarterly,57.72,1,0.0,,,,
POL-016590,INS-00469,2023-10-21,2023-06-22,2024-06-21,AL,7,7.7,10,46.2,1.0,534.1,Service,FL,1,0,14021.22,2500,300,11872.26,Monthly,73.33,2,2.0,,,,
POL-016591,INS-00510,2024-05-19,2023-11-24,2024-11-23,AL,8,8.9,6,36.1,11.4,231.2,Trucking,WA,0,0,0.0,5000,300,11587.46,Quarterly,9.8,1,1.0,,,,
POL-016592,INS-00463,2023-04-08,2023-02-27,2024-02-27,AL,5,5.5,3,37.2,4.6,117.9,CONSTRUCTION,IL,0,0,0.0,1000,500,3954.59,Quarterly,,0,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-016593,INS-00147,2024-06-23,2024-05-07,2025-05-07,AL,10,2.1,9,46.6,1.0,201.7,Service,TX,0,0,0.0,500,500,11741.83,Annual,53.11,3,2.0,,,,
POL-016594,INS-00210,2024-03-27,2023-11-14,2024-11-13,AL,5,6.6,6,33.4,5.1,94.7,Trucking,PA,0,0,0.0,2500,1000,20392.15,Annual,95.65,2,0.0,,,,
POL-016595,INS-00351,2024-05-02,2024-02-10,2025-02-09,AL,9,7.6,7,35.8,11.7,212.5,Service,TX,2,0,19144.97,2500,300,13218.44,Quarterly,1.16,2,3.0,,,,
POL-016596,INS-00086,2024-06-25,2024-03-08,2025-03-08,AL,7,4.3,8,24.2,5.0,271.6,Retail,WA,1,1,18421.36,5000,100,11354.72,Quarterly,92.71,3,1.0,,,,
POL-016597,INS-00298,2024-04-01,2023-10-14,2024-10-13,AL,5,10.8,5,33.3,1.0,116.8,Trucking,OH,1,0,6246.82,2500,300,13428.71,Monthly,48.89,0,0.0,,,,
POL-016598,INS-00055,2024-04-12,2023-10-29,2024-10-28,AL,12,1.2,5,26.0,9.0,157.9,Rideshare,CA,1,1,11671.22,500,100,19461.54,Annual,62.55,3,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016599,INS-00313,2024-04-05,2023-12-15,2024-12-14,AL,5,3.0,3,38.3,1.0,181.6,Service,TX,0,2,34599.1,500,500,27989.67,Monthly,77.11,1,0.0,,,,
POL-016600,INS-00639,2023-07-29,2023-01-31,2024-01-31,AL,10,5.1,9,31.7,3.7,357.7,Retail,NY,1,1,6833.99,250,500,8893.59,Annual,65.06,1,0.0,,,,
POL-016601,INS-00119,2023-02-22,2022-10-25,2023-10-25,AL,7,7.5,1,41.9,17.7,139.4,Retail,PA,0,0,0.0,2500,300,7515.18,Quarterly,24.25,1,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016602,INS-00337,2024-06-28,2024-05-25,2025-05-25,AL,12,8.1,7,33.8,9.5,365.3,Retail,OH,1,0,2635.01,1000,300,19899.83,Quarterly,55.89,5,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-016603,INS-00691,2023-03-04,2022-10-11,2023-10-11,AL,13,6.9,3,24.9,1.3,255.5,Retail,PA,1,0,15485.18,1000,100,9961.39,Monthly,21.59,4,2.0,,,,
POL-016604,INS-00486,2024-05-15,2024-05-13,2025-05-13,AL,7,5.6,1,30.6,6.9,178.6,Service,CO,0,1,2215.69,1000,500,12420.27,Annual,36.27,3,1.0,,,,
POL-016605,INS-00660,2024-01-10,2023-11-15,2024-11-14,AL,10,5.3,1,40.6,15.0,511.4,Construction,PA,2,1,27550.31,250,300,14687.51,Monthly,25.52,2,1.0,,,,
POL-016606,INS-00718,2023-01-15,2022-11-07,2023-11-07,AL,6,6.7,8,45.7,7.6,345.7,Construction,NC,0,0,0.0,500,300,10562.53,Monthly,2.1,1,1.0,,,,
POL-016607,INS-00525,2023-02-28,2022-10-20,2023-10-20,AL,6,7.3,4,30.3,3.2,150.1,Service,PA,0,0,0.0,1000,300,18869.09,Monthly,17.82,1,1.0,,,,
POL-016608,INS-00306,2023-10-05,2023-05-21,2024-05-20,AL,7,6.1,8,44.2,5.8,,Trucking,PA,0,0,,500,300,18304.53,Annual,83.74,0,2.0,,,,
POL-016609,INS-00124,2023-09-18,2023-07-21,2024-07-20,AL,7,0.8,6,21.0,1.2,146.7,retail,OH,0,0,0.0,500,500,6163.38,Quarterly,56.02,2,,,,,
POL-016610,INS-00093,2024-06-23,2024-06-09,2025-06-09,AL,10,4.7,10,52.1,17.8,137.9,Construction,AZ,1,0,2723.67,250,300,17859.54,Monthly,92.11,0,,,,,
POL-016611,INS-00525,2024-04-22,2024-01-05,2025-01-04,AL,6,7.9,8,46.5,3.7,319.0,Trucking,GA,2,0,17966.97,500,500,12208.05,Annual,78.63,1,0.0,,,,
POL-016612,INS-00514,2023-04-25,2023-03-03,2024-03-02,AL,8,3.1,7,40.3,4.8,288.0,Service,OH,1,2,28502.73,5000,500,7965.85,Annual,34.25,3,0.0,,,,
POL-016613,INS-00357,2023-04-25,2022-12-20,2023-12-20,AL,8,4.4,4,30.4,8.6,158.8,Other,GA,0,0,0.0,1000,300,9014.38,Annual,46.37,3,1.0,,,,
POL-016614,INS-00056,2023-01-25,2022-08-02,2023-08-02,AL,8,4.4,8,41.3,5.3,,retail,GA,1,0,7211.2,2500,1000,16993.93,Quarterly,99.54,1,0.0,,,,
POL-016615,INS-00255,2023-09-26,2023-07-27,2024-07-26,AL,3,2.2,6,32.9,1.4,175.9,Trucking,FL,0,0,0.0,250,300,12513.88,Monthly,31.74,0,3.0,,,,
POL-016616,INS-00152,2023-07-28,2023-04-12,2024-04-11,AL,8,7.7,4,43.2,1.0,131.1,TRUCKING,PA,1,0,10694.48,1000,500,19948.3,Quarterly,59.03,1,,,,,
POL-016617,INS-00558,2023-09-28,2023-07-03,2024-07-02,AL,11,9.3,7,48.6,2.9,438.0,Construction,GA,0,1,9181.42,500,500,10936.55,Monthly,70.41,3,0.0,,,,
POL-016618,INS-00424,2023-05-01,2023-01-22,2024-01-22,AL,4,5.3,6,34.5,22.2,53.3,Trucking,GA,0,0,0.0,250,1000,20353.75,Annual,75.8,2,3.0,,,,
POL-016619,INS-00255,2023-05-15,2023-02-16,2024-02-16,AL,6,7.0,8,29.4,1.0,278.5,Service,IL,0,0,0.0,2500,1000,14754.32,Annual,14.37,0,,,,,
POL-016620,INS-00281,2024-06-10,2024-03-07,2025-03-07,AL,12,4.9,6,33.9,4.4,,Construction,NC,0,0,0.0,5000,500,16172.97,Monthly,54.99,1,2.0,,,,
POL-016621,INS-00186,2023-04-17,2023-04-11,2024-04-10,AL,9,0.0,6,26.6,2.3,419.2,Retail,WA,0,0,0.0,2500,1000,15951.98,Annual,58.32,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016622,INS-00124,2023-03-10,2023-01-02,2024-01-02,AL,8,7.5,11,31.3,1.5,653.5,Trucking,TX,0,0,0.0,5000,500,14308.1,Annual,35.04,0,4.0,,,,
POL-016623,INS-00215,2023-04-20,2023-02-03,2024-02-03,AL,10,4.5,4,35.4,10.9,315.8,construction,PA,0,2,12404.95,1000,100,15487.52,Monthly,54.52,2,1.0,,,,
POL-016624,INS-00325,2024-03-24,2023-12-26,2024-12-25,AL,9,6.2,3,36.4,10.6,131.9,Retail,NC,0,1,15067.66,250,1000,10992.21,Quarterly,85.8,0,2.0,,,,
POL-016625,INS-00250,2024-04-13,2024-03-16,2025-03-16,AL,9,5.6,7,33.0,19.4,161.5,Trucking,FL,1,0,13055.6,5000,300,16220.87,Monthly,57.18,2,0.0,,,,
POL-016626,INS-00250,2024-06-10,2024-04-04,2025-04-04,AL,11,4.8,5,34.7,9.3,382.2,SERVICE,CA,1,0,4791.56,2500,300,12883.51,Annual,,1,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016627,INS-00383,2023-07-01,2023-05-29,2024-05-28,AL,3,3.0,6,37.5,19.7,,Retail,TX,0,0,0.0,2500,1000,8702.01,Annual,83.95,1,2.0,,,,
POL-016628,INS-00115,2023-03-08,2022-09-13,2023-09-13,AL,11,5.4,4,43.5,5.0,256.7,Construction,OH,2,1,15925.7,5000,1000,16258.82,Monthly,24.74,0,2.0,,,,
POL-016629,INS-00385,2024-03-31,2023-10-11,2024-10-10,AL,11,7.5,8,36.3,19.4,204.8,OTHER,NC,1,1,4734.32,500,1000,17472.06,Annual,85.96,0,,,,,
POL-016630,INS-00018,2023-04-25,2022-10-28,2023-10-28,AL,6,6.1,5,32.3,13.7,149.1,service,CO,0,0,0.0,2500,500,4996.68,Quarterly,35.55,2,1.0,,,,
POL-016631,INS-00286,2023-06-05,2023-02-09,2024-02-09,AL,14,2.5,7,47.0,1.8,,service,NC,1,2,129388.1,500,300,8470.29,Quarterly,24.0,4,0.0,,,,
POL-016632,INS-00357,2024-05-08,2024-02-08,2025-02-07,AL,7,2.7,8,34.3,7.2,135.4,Retail,CO,0,1,6236.86,500,500,15235.76,Annual,93.42,1,0.0,,,,
POL-016633,INS-00010,2023-02-19,2022-09-15,2023-09-15,AL,3,4.1,6,40.9,13.7,59.3,Service,IL,1,0,8981.91,250,500,7536.17,Quarterly,59.66,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016634,INS-00054,2023-05-12,2023-04-16,2024-04-15,AL,12,2.9,9,23.5,1.0,855.7,retail,IL,0,0,0.0,2500,300,6404.08,Annual,26.06,1,0.0,,,,
POL-016635,INS-00457,2023-07-20,2023-03-23,2024-03-22,AL,9,5.0,8,39.1,5.0,105.8,Trucking,NY,0,1,12262.01,500,500,9869.83,Annual,7.16,1,2.0,,,,
POL-016636,INS-00542,2024-04-01,2023-12-03,2024-12-02,AL,4,5.2,5,49.6,5.9,65.5,Service,OH,1,0,6946.59,500,300,15689.7,Monthly,42.55,1,0.0,,,,
POL-016637,INS-00479,2024-04-09,2023-12-28,2024-12-27,AL,7,3.1,4,33.8,36.7,140.3,Retail,CA,0,0,,500,500,11634.38,Monthly,78.63,2,2.0,,,,
POL-016638,INS-00377,2023-01-18,2022-12-08,2023-12-08,AL,10,4.2,4,49.9,12.0,224.8,TRUCKING,OH,0,1,31813.7,5000,500,5061.79,Monthly,17.18,2,,,,,
POL-016639,INS-00561,2023-08-03,2023-05-05,2024-05-04,AL,6,3.7,8,33.5,1.3,,RIDESHARE,FL,0,0,0.0,2500,500,12886.37,,81.32,1,0.0,,,,
POL-016640,INS-00577,2024-06-01,2024-04-14,2025-04-14,AL,12,5.6,6,31.0,17.3,624.9,Retail,OH,1,0,8177.83,500,500,6654.97,Quarterly,40.02,4,0.0,,,,
POL-016641,INS-00445,2023-07-10,2023-03-23,2024-03-22,AL,8,2.0,8,54.4,1.0,233.0,Trucking,AZ,0,0,0.0,5000,1000,8667.58,Monthly,40.09,1,,,,,
POL-016642,INS-00630,2023-06-27,2023-05-08,2024-05-07,AL,9,4.5,4,35.3,22.4,746.6,Retail,CO,2,0,11195.2,2500,300,11084.53,Monthly,14.8,0,0.0,,,,
POL-016643,INS-00416,2024-02-16,2023-09-05,2024-09-04,AL,14,4.9,7,54.6,9.2,784.5,Retail,OH,0,0,0.0,1000,300,13878.25,Annual,9.71,1,,,,,
POL-016644,INS-00128,2024-04-07,2024-03-09,2025-03-09,AL,4,5.8,7,50.4,22.0,174.7,Service,OH,0,0,0.0,500,300,7688.54,Annual,45.26,1,2.0,,,,
POL-016645,INS-00086,2023-08-04,2023-06-14,2024-06-13,AL,5,7.1,5,33.8,1.0,243.3,Service,TX,1,0,38105.78,500,1000,13534.85,Quarterly,93.96,1,2.0,,,,
POL-016646,INS-00188,2023-08-04,2023-07-25,2024-07-24,AL,9,10.2,4,30.6,7.1,168.9,Trucking,CA,2,1,62614.22,500,1000,25913.1,Annual,15.68,2,1.0,,,,
POL-016647,INS-00295,2023-10-17,2023-10-01,2024-09-30,AL,15,4.2,7,41.1,10.6,505.6,Retail,GA,1,0,8588.62,5000,500,11531.56,Quarterly,88.84,5,0.0,,,,
POL-016648,INS-00345,2023-04-04,2023-02-04,2024-02-04,AL,9,2.8,6,52.2,2.1,,Service,AZ,1,0,2543.78,500,300,17569.69,Monthly,87.19,3,2.0,,,,
POL-016649,INS-00616,2024-05-19,2023-11-27,2024-11-26,AL,7,4.2,6,40.1,2.5,95.5,Other,TX,1,0,53658.8,500,300,10021.81,Annual,39.02,1,,,,,
POL-016650,INS-00402,2024-03-11,2023-10-19,2024-10-18,AL,8,4.5,11,33.8,12.5,340.8,Service,GA,0,0,0.0,5000,300,9512.88,Monthly,91.7,2,4.0,,,,
POL-016651,INS-00659,2024-05-12,2023-12-14,2024-12-13,AL,3,5.8,7,38.7,4.4,182.0,Retail,CA,0,0,0.0,2500,300,11304.17,Annual,,2,,,,,
POL-016652,INS-00100,2024-02-14,2023-11-03,2024-11-02,AL,11,8.0,7,59.4,11.6,403.6,Trucking,TX,2,2,51498.98,2500,500,10021.81,,36.25,1,1.0,,,,
POL-016653,INS-00437,2023-08-03,2023-05-15,2024-05-14,AL,9,3.8,1,47.6,31.0,232.9,Retail,FL,1,0,4253.74,2500,500,10551.99,Quarterly,85.43,3,1.0,,,,
POL-016654,INS-00180,2023-02-28,2022-11-20,2023-11-20,AL,12,4.1,5,44.2,8.4,233.0,Retail,PA,1,0,34043.25,1000,500,22607.97,Annual,80.98,2,1.0,,,,
POL-016655,INS-00697,2023-01-13,2022-10-05,2023-10-05,AL,9,0.0,7,51.8,8.4,280.6,Construction,WA,3,0,66953.15,1000,100,9434.85,Monthly,64.03,2,1.0,,,,
POL-016656,INS-00275,2024-06-09,2024-02-27,2025-02-26,AL,7,4.3,3,49.5,2.2,192.7,Retail,TX,0,0,0.0,250,300,11554.44,Annual,23.58,2,0.0,,,,
POL-016657,INS-00101,2023-04-17,2022-10-20,2023-10-20,AL,7,4.8,7,35.9,10.5,294.6,construction,NC,1,0,4885.75,2500,1000,9847.13,Annual,89.76,0,0.0,,,,
POL-016658,INS-00147,2023-04-09,2022-12-25,2023-12-25,AL,6,4.0,8,38.4,1.3,,Trucking,WA,1,0,7652.63,1000,500,18235.46,Monthly,72.36,1,1.0,,,,
POL-016659,INS-00735,2023-05-17,2023-04-01,2024-03-31,AL,10,5.5,3,36.9,2.1,,Service,CO,0,0,0.0,5000,500,12925.03,Quarterly,17.54,2,3.0,,,,
POL-016660,INS-00334,2024-05-03,2024-03-30,2025-03-30,AL,6,5.8,7,43.4,1.0,151.7,Trucking,FL,0,0,,250,300,9047.54,Monthly,48.88,2,2.0,,,,
POL-016661,INS-00677,2023-08-24,2023-06-20,2024-06-19,AL,5,10.4,8,47.7,40.0,,Service,WA,1,0,12070.56,500,500,5410.61,Annual,46.31,1,1.0,,,,
POL-016662,INS-00658,2024-03-05,2023-12-19,2024-12-18,AL,6,8.3,4,29.2,6.6,151.5,Construction,IL,0,0,0.0,500,300,7297.69,Monthly,6.42,0,,,,,
POL-016663,INS-00680,2023-09-12,2023-07-04,2024-07-03,AL,12,5.1,6,,3.6,161.1,Retail,NC,0,2,,5000,1000,20738.74,Quarterly,81.1,2,0.0,,,,
POL-016664,INS-00342,2023-04-03,2022-11-13,2023-11-13,AL,8,4.7,4,50.7,6.7,329.0,Construction,PA,1,0,3138.32,1000,500,12445.64,Monthly,47.85,2,1.0,,,,
POL-016665,INS-00285,2023-07-12,2023-06-27,2024-06-26,AL,9,6.0,5,32.7,26.6,139.0,Retail,OH,0,0,0.0,5000,300,6040.55,Quarterly,20.2,2,0.0,,,,
POL-016666,INS-00168,2023-04-18,2023-01-26,2024-01-26,AL,9,4.5,6,,10.7,194.1,Rideshare,CO,1,0,3142.92,250,500,15897.37,Monthly,20.33,3,0.0,,,,
POL-016667,INS-00661,2023-06-29,2023-01-24,2024-01-24,AL,8,6.5,5,44.7,5.2,216.3,construction,CA,1,2,33499.28,5000,1000,8614.09,Quarterly,85.08,1,4.0,,,,
POL-016668,INS-00106,2024-01-12,2023-08-14,2024-08-13,AL,6,6.7,15,42.9,3.3,129.8,service,GA,1,0,9384.19,2500,500,8694.38,Monthly,31.06,1,0.0,,,,
POL-016669,INS-00719,2024-02-05,2023-09-08,2024-09-07,AL,10,7.3,7,51.9,9.8,220.1,RETAIL,CO,0,1,12510.91,500,300,13440.72,Annual,43.94,2,1.0,,,,
POL-016670,INS-00219,2023-08-31,2023-04-13,2024-04-12,AL,5,7.9,2,38.5,5.3,162.2,Service,GA,0,0,0.0,2500,300,11885.93,Annual,54.27,0,0.0,,,,
POL-016671,INS-00556,2024-02-29,2023-11-02,2024-11-01,AL,10,5.8,10,,11.0,401.3,Retail,NC,0,0,0.0,500,100,15505.09,Quarterly,83.74,3,1.0,,,,
POL-016672,INS-00671,2023-03-27,2022-10-18,2023-10-18,AL,7,3.9,4,,3.2,,Service,GA,0,0,0.0,5000,1000,15724.91,Monthly,87.22,0,0.0,,,,
POL-016673,INS-00524,2024-06-25,2024-04-26,2025-04-26,AL,6,4.7,6,41.0,26.2,114.1,RETAIL,NC,0,1,12566.04,1000,300,10617.5,Annual,64.8,2,1.0,,,,
POL-016674,INS-00188,2023-08-23,2023-03-01,2024-02-29,AL,8,8.9,9,42.4,10.6,99.0,construction,FL,1,2,17305.2,1000,500,11352.91,Quarterly,0.06,0,0.0,,,,
