policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,has_safety_program,num_heavy_vehicles,late_payment_count,claim_count,total_loss_amount,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-007061,INS-01129,2021-06-14,2021-05-17,2022-05-17,APD,9,9.1,5,39.9,32.8,168.3,Service,CO,0,0,0.0,1000,100,5734.5,Annual,92.02,1,2,,0,0.0,,0.0,No Claim,
POL-000165,INS-02937,2021-04-02,2020-11-12,2021-11-12,APD,10,5.9,8,49.1,1.0,374.9,retail,TX,0,0,0.0,500,100,7702.95,Annual,30.85,0,0,1.0,0,0.0,,0.0,No Claim,
POL-008743,INS-00427,2022-01-23,2021-09-08,2022-09-08,AL,12,7.5,6,34.0,21.7,235.7,Trucking,IL,1,2,,1000,500,17378.74,Annual,26.87,0,4,0.0,0,0.0,,0.0,No Claim,
POL-010100,INS-00581,2022-03-06,2022-02-21,2023-02-21,AL,8,2.6,6,35.4,1.3,601.7,Service,NC,2,0,41468.3,500,500,13695.47,Annual,22.36,0,1,1.0,0,0.0,,0.0,No Claim,
POL-014205,INS-03564,2020-01-13,2019-11-23,2020-11-22,AL,4,3.9,4,49.6,3.1,71.6,RETAIL,NY,1,0,7486.54,1000,500,14298.76,Quarterly,78.8,1,0,,0,0.0,,0.0,No Claim,
POL-004303,INS-00229,2020-05-26,2020-02-19,2021-02-18,APD,5,3.1,6,36.9,3.1,89.8,Construction,PA,0,0,0.0,500,100,9086.07,Annual,41.39,1,0,2.0,0,0.0,,0.0,No Claim,
POL-012269,INS-01463,2020-10-16,2020-08-28,2021-08-28,AL,10,8.1,5,40.5,3.5,187.7,Retail,OH,1,0,3638.31,5000,500,20770.0,Monthly,70.52,1,2,0.0,0,0.0,,0.0,No Claim,
POL-011242,INS-03158,2021-04-21,2020-11-14,2021-11-14,AL,7,5.3,2,29.9,4.9,113.5,Construction,OH,0,0,0.0,1000,500,7478.04,Annual,82.56,0,1,0.0,0,0.0,,0.0,No Claim,
POL-003318,INS-02934,2021-03-13,2021-02-01,2022-02-01,APD,9,7.5,3,38.8,5.4,,Trucking,PA,0,0,0.0,2500,300,4708.84,Monthly,82.07,1,1,0.0,0,0.0,,0.0,No Claim,
POL-012069,INS-01330,2022-02-16,2021-09-18,2022-09-18,AL,9,10.0,6,25.3,1.0,205.0,Trucking,IL,0,0,0.0,500,500,9024.35,Monthly,74.95,0,3,1.0,0,0.0,,0.0,No Claim,
POL-007583,INS-00074,2020-12-30,2020-07-22,2021-07-22,AL,9,4.2,4,,7.9,89.2,Trucking,FL,0,1,1583.6,1000,500,18740.4,Quarterly,9.61,1,1,2.0,0,0.0,,0.0,No Claim,
POL-010549,INS-01304,2020-03-01,2019-09-08,2020-09-07,AL,9,0.9,4,66.2,1.8,139.0,retail,CO,2,2,,2500,300,8521.02,Monthly,38.38,0,4,0.0,0,0.0,,0.0,No Claim,
POL-003935,INS-01080,2020-07-19,2020-06-09,2021-06-09,APD,3,5.2,3,51.5,2.3,47.9,retail,TX,0,0,0.0,2500,500,13452.29,Annual,15.06,1,1,0.0,0,0.0,,0.0,No Claim,
POL-006852,INS-01769,2021-08-01,2021-07-31,2022-07-31,APD,5,2.8,10,37.6,22.2,36.1,Service,NY,0,0,0.0,5000,300,3493.54,Monthly,25.91,1,0,0.0,0,0.0,,0.0,No Claim,
POL-001848,INS-01966,2021-08-16,2021-06-27,2022-06-27,APD,10,1.2,9,46.2,6.0,170.0,Other,TX,3,0,40841.81,250,300,9414.71,Quarterly,97.78,0,1,0.0,0,0.0,,0.0,No Claim,
POL-012543,INS-00298,2022-12-28,2022-09-10,2023-09-10,AL,12,2.8,9,36.0,1.0,171.0,Construction,AZ,0,0,0.0,1000,1000,11813.95,Annual,86.18,0,2,0.0,0,0.0,,0.0,No Claim,
POL-001335,INS-00366,2021-08-07,2021-02-20,2022-02-20,APD,6,6.7,7,55.3,3.7,172.5,Service,WA,0,1,23648.69,2500,100,5226.26,Monthly,26.81,1,1,3.0,0,0.0,,0.0,No Claim,
POL-011561,INS-00910,2020-04-27,2020-02-07,2021-02-06,AL,7,5.5,3,41.3,4.0,257.3,Retail,CA,0,0,0.0,250,300,16938.16,Monthly,62.68,0,3,,0,0.0,,0.0,No Claim,
POL-013298,INS-00187,2020-02-04,2019-08-16,2020-08-15,AL,5,3.8,5,59.7,1.0,114.3,SERVICE,NY,2,0,11085.95,5000,500,6344.55,Quarterly,51.31,1,1,0.0,0,0.0,,0.0,No Claim,
POL-014808,INS-02985,2021-10-19,2021-10-02,2022-10-02,AL,10,8.6,8,,18.2,152.4,Construction,PA,1,1,34464.63,2500,500,6073.7,Annual,61.02,1,2,0.0,0,0.0,,0.0,No Claim,
POL-008858,INS-03372,2022-02-27,2021-10-04,2022-10-04,AL,8,5.5,6,45.1,1.9,239.8,Service,WA,0,0,,250,500,7397.87,Annual,77.48,0,1,2.0,0,0.0,,0.0,No Claim,
POL-000754,INS-01859,2022-10-22,2022-07-21,2023-07-21,APD,8,9.0,7,38.9,3.1,143.7,service,NC,0,0,,500,300,5800.65,Monthly,13.43,1,0,1.0,0,0.0,,0.0,No Claim,
POL-003065,INS-02752,2022-02-13,2021-08-23,2022-08-23,APD,5,4.4,8,60.7,11.8,76.5,Construction,NC,0,0,0.0,250,300,10112.0,Quarterly,20.27,0,2,,0,0.0,,0.0,No Claim,
POL-013070,INS-01178,2022-08-16,2022-05-23,2023-05-23,AL,6,4.3,3,57.7,9.9,104.2,trucking,NC,0,0,0.0,500,300,17898.19,Annual,4.99,1,2,4.0,0,0.0,,0.0,No Claim,
POL-006998,INS-02310,2021-03-05,2020-10-15,2021-10-15,APD,6,3.6,5,44.9,1.4,108.6,TRUCKING,CA,0,0,0.0,500,100,12303.26,Monthly,14.93,0,1,0.0,0,0.0,,0.0,No Claim,
POL-007537,INS-03549,2021-08-24,2021-07-30,2022-07-30,AL,12,0.8,8,47.0,13.7,722.0,Retail,NY,0,0,0.0,1000,300,6682.21,Monthly,30.66,0,0,0.0,1,74027.35,2021-10-05,52233.92,Open,42.0
POL-009302,INS-02479,2020-03-23,2019-10-03,2020-10-02,AL,5,7.5,9,45.7,1.0,101.4,retail,WA,1,0,15784.31,2500,1000,9184.65,Annual,14.17,1,2,0.0,0,0.0,,0.0,No Claim,
POL-000707,INS-03284,2020-01-09,2019-10-17,2020-10-16,APD,10,2.7,8,52.2,1.0,288.0,Retail,FL,0,0,0.0,5000,100,14889.64,Monthly,9.19,1,1,0.0,0,0.0,,0.0,No Claim,
POL-003492,INS-01570,2021-11-26,2021-10-12,2022-10-12,APD,2,3.8,9,39.2,2.9,32.1,Service,PA,0,0,0.0,250,300,8590.29,Monthly,49.7,1,0,2.0,0,0.0,,0.0,No Claim,
POL-009629,INS-02523,2022-08-14,2022-07-06,2023-07-06,AL,5,1.2,6,32.7,14.3,123.8,retail,PA,0,1,29474.5,5000,300,9032.49,Monthly,82.79,0,0,1.0,0,0.0,,0.0,No Claim,
POL-013634,INS-01250,2021-09-27,2021-04-26,2022-04-26,AL,9,1.8,8,43.3,6.6,85.6,Construction,PA,0,1,10986.62,5000,500,10016.28,Annual,52.29,1,1,4.0,0,0.0,,0.0,No Claim,
POL-004574,INS-00634,2022-08-30,2022-03-19,2023-03-19,APD,9,5.3,4,49.4,31.8,303.7,trucking,TX,2,0,20073.86,250,300,6422.13,Monthly,55.87,0,1,0.0,0,0.0,,0.0,No Claim,
POL-011677,INS-01340,2020-03-25,2020-03-10,2021-03-10,AL,2,9.5,7,50.1,10.3,29.1,service,GA,0,0,0.0,1000,300,13677.12,Monthly,52.22,0,0,0.0,0,0.0,,0.0,No Claim,
POL-007632,INS-03719,2020-10-01,2020-05-25,2021-05-25,AL,5,5.5,7,41.8,2.0,162.0,SERVICE,CO,0,0,0.0,500,300,6312.12,Quarterly,22.67,1,2,0.0,0,0.0,,0.0,No Claim,
POL-010335,INS-01797,2021-11-30,2021-08-27,2022-08-27,AL,8,3.0,4,42.4,24.9,254.0,Retail,AZ,0,2,19741.68,250,300,14631.62,Annual,97.35,1,2,,0,0.0,,0.0,No Claim,
POL-007055,INS-03283,2022-10-17,2022-08-14,2023-08-14,APD,11,3.5,6,44.4,5.8,275.6,Other,CA,1,0,14577.7,1000,500,10849.85,Annual,74.06,1,2,1.0,1,1944.81,2022-11-22,1716.04,Open,36.0
POL-005581,INS-02613,2021-08-13,2021-06-25,2022-06-25,APD,7,6.4,4,53.3,1.0,124.3,Trucking,CO,0,0,0.0,5000,1000,3606.66,Monthly,77.19,1,2,0.0,0,0.0,,0.0,No Claim,
POL-007655,INS-02169,2021-05-29,2021-02-22,2022-02-22,AL,8,2.0,5,41.5,2.4,,Retail,AZ,0,3,13178.29,1000,500,7246.55,Annual,82.62,1,0,1.0,0,0.0,,0.0,No Claim,
POL-006841,INS-02111,2020-11-06,2020-10-05,2021-10-05,APD,7,3.9,6,50.0,1.0,96.8,Retail,WA,0,0,0.0,1000,300,4696.4,Quarterly,37.67,1,1,4.0,0,0.0,,0.0,No Claim,
POL-003152,INS-02682,2020-09-03,2020-08-08,2021-08-08,APD,11,3.9,6,38.6,5.8,92.9,Trucking,CO,0,0,0.0,500,1000,9804.93,Monthly,97.74,1,0,0.0,0,0.0,,0.0,No Claim,
POL-014447,INS-00810,2021-05-27,2021-03-07,2022-03-07,AL,7,3.0,2,,1.5,107.6,retail,IL,0,1,4244.19,500,300,11965.62,Quarterly,,0,2,1.0,1,74558.31,2021-07-01,61913.67,Open,35.0
POL-006524,INS-03741,2022-02-01,2021-08-10,2022-08-10,APD,7,5.0,6,32.4,7.2,178.8,Construction,AZ,0,0,0.0,5000,500,5375.61,Annual,6.93,1,1,2.0,0,0.0,,0.0,No Claim,
POL-014111,INS-02954,2020-01-17,2019-09-27,2020-09-26,AL,11,3.6,3,44.9,6.6,296.3,Retail,CA,0,1,3659.39,500,1000,14150.36,Monthly,23.24,1,1,0.0,0,0.0,,0.0,No Claim,
POL-003800,INS-02021,2020-03-01,2020-01-29,2021-01-28,APD,10,7.3,13,31.3,5.6,179.3,service,GA,0,1,2259.62,250,100,25000.0,Monthly,34.32,0,3,0.0,1,1623.45,2020-04-15,1339.74,Open,45.0
POL-004023,INS-00705,2021-08-16,2021-07-03,2022-07-03,APD,12,5.0,8,44.6,5.1,,Construction,IL,2,0,,5000,100,9063.99,Quarterly,0.27,1,1,0.0,0,0.0,,0.0,No Claim,
POL-008929,INS-03534,2020-10-15,2020-08-20,2021-08-20,AL,7,2.6,11,45.6,9.8,93.2,Retail,CA,1,0,4964.25,500,500,32902.89,Annual,93.15,0,2,1.0,0,0.0,,0.0,No Claim,
POL-001075,INS-00386,2021-05-26,2020-11-28,2021-11-28,APD,8,4.0,7,57.2,5.1,,Trucking,NC,0,1,9299.89,2500,500,10313.5,Annual,19.1,1,1,0.0,0,0.0,,0.0,No Claim,
POL-010076,INS-03407,2020-08-15,2020-04-17,2021-04-17,AL,4,9.2,6,48.0,9.1,85.2,Construction,CO,0,0,0.0,5000,500,12543.42,Monthly,89.48,0,0,0.0,0,0.0,,0.0,No Claim,
POL-010440,INS-02466,2020-02-21,2019-12-19,2020-12-18,AL,5,5.7,10,48.7,7.8,102.7,Trucking,NC,0,0,0.0,500,300,17331.82,Annual,19.81,0,1,0.0,0,0.0,,0.0,No Claim,
POL-003439,INS-02064,2022-10-20,2022-06-22,2023-06-22,APD,10,3.6,3,42.9,6.0,344.3,retail,IL,2,0,7321.79,250,500,9063.97,Quarterly,41.79,1,4,,0,0.0,,0.0,No Claim,
POL-011581,INS-03406,2020-07-25,2020-03-31,2021-03-31,AL,8,4.5,6,35.0,11.6,,Trucking,TX,0,2,6074.45,5000,500,6500.05,Quarterly,35.25,1,3,0.0,0,0.0,,0.0,No Claim,
POL-013486,INS-00130,2021-07-29,2021-05-17,2022-05-17,AL,6,6.0,7,40.2,1.5,80.9,Service,CA,0,0,0.0,500,500,10651.08,,66.77,0,1,1.0,0,0.0,,0.0,No Claim,
POL-010018,INS-00828,2020-07-16,2020-03-14,2021-03-14,AL,9,6.0,8,57.4,1.9,271.2,Trucking,CA,3,0,55091.39,1000,100,11694.88,Annual,82.78,0,2,2.0,0,0.0,,0.0,No Claim,
POL-002430,INS-00476,2020-10-23,2020-09-11,2021-09-11,APD,8,8.1,5,48.9,20.1,152.8,Trucking,CO,1,1,4527.86,500,500,9426.98,Annual,22.0,0,2,0.0,1,5065.48,2020-11-29,4321.46,Open,37.0
POL-000247,INS-02250,2022-04-09,2021-11-13,2022-11-13,APD,7,4.9,9,42.0,2.1,124.7,Retail,PA,1,0,14521.06,250,100,3853.82,Monthly,40.78,1,2,1.0,0,0.0,,0.0,No Claim,
POL-003816,INS-00902,2020-03-19,2019-10-28,2020-10-27,APD,9,4.8,4,49.6,1.0,358.7,Retail,WA,0,1,8151.94,250,300,12611.56,,47.68,1,2,0.0,0,0.0,,0.0,No Claim,
POL-010472,INS-00255,2020-04-10,2019-11-15,2020-11-14,AL,9,4.6,9,32.8,1.0,165.2,Trucking,AZ,1,1,13575.12,500,1000,11505.58,Monthly,79.85,0,1,2.0,0,0.0,,0.0,No Claim,
POL-003633,INS-01677,2020-02-10,2019-10-23,2020-10-22,APD,6,7.5,6,26.5,21.2,88.3,retail,CA,0,0,0.0,250,500,9918.16,Annual,,0,0,2.0,0,0.0,,0.0,No Claim,
POL-010046,INS-00864,2021-09-22,2021-08-19,2022-08-19,AL,10,5.0,5,46.6,7.3,157.6,Retail,AZ,0,0,,500,500,10189.24,Annual,67.88,1,2,0.0,0,0.0,,0.0,No Claim,
POL-002263,INS-00508,2020-02-04,2019-08-22,2020-08-21,APD,4,4.8,8,35.3,6.3,121.9,Trucking,CA,0,0,0.0,250,100,3884.76,Quarterly,67.74,1,1,0.0,0,0.0,,0.0,No Claim,
POL-002247,INS-02417,2021-09-22,2021-08-10,2022-08-10,APD,11,3.5,6,21.3,8.4,475.1,Trucking,TX,0,0,0.0,1000,300,17556.27,Monthly,17.91,1,2,0.0,0,0.0,,0.0,No Claim,
POL-000836,INS-03639,2022-04-30,2022-02-17,2023-02-17,APD,10,6.9,5,44.3,8.5,174.1,Retail,AZ,0,1,5886.69,2500,300,9271.4,Annual,31.72,0,0,2.0,0,0.0,,0.0,No Claim,
POL-005065,INS-00589,2021-07-16,2021-03-02,2022-03-02,APD,4,3.1,6,58.3,11.7,48.7,Trucking,CA,0,0,0.0,2500,100,8882.6,Monthly,28.83,0,0,0.0,0,0.0,,0.0,No Claim,
POL-006203,INS-02577,2020-08-30,2020-04-02,2021-04-02,APD,11,7.6,5,39.4,1.0,153.4,Construction,CA,1,1,8860.07,2500,500,10577.64,Quarterly,43.6,1,2,0.0,0,0.0,,0.0,No Claim,
POL-000433,INS-00758,2022-06-23,2022-04-08,2023-04-08,APD,12,7.6,11,41.0,3.8,,Service,NY,0,1,6759.37,5000,100,13045.12,Annual,80.29,1,5,0.0,0,0.0,,0.0,No Claim,
POL-008251,INS-03423,2020-04-18,2020-03-25,2021-03-25,AL,5,3.5,14,38.9,7.1,89.3,Trucking,FL,0,0,0.0,500,500,5904.32,Monthly,98.66,0,1,0.0,0,0.0,,0.0,No Claim,
POL-001174,INS-01314,2020-07-13,2020-07-10,2021-07-10,APD,11,2.3,4,31.6,2.2,331.1,trucking,AZ,1,0,10535.9,1000,300,3769.45,Annual,50.99,1,2,1.0,0,0.0,,0.0,No Claim,
POL-008424,INS-03447,2022-12-30,2022-10-28,2023-10-28,AL,7,1.6,8,36.6,2.4,231.2,Retail,OH,1,0,2821.88,2500,300,17097.5,Quarterly,79.31,0,1,,0,0.0,,0.0,No Claim,
POL-006438,INS-00726,2020-11-03,2020-07-19,2021-07-19,APD,13,0.6,3,51.2,16.0,243.0,Trucking,NC,0,0,0.0,500,1000,4439.71,Annual,46.2,0,4,,0,0.0,,0.0,No Claim,
POL-013784,INS-02892,2020-09-20,2020-06-01,2021-06-01,AL,8,4.5,5,39.1,2.4,191.3,retail,GA,0,0,0.0,2500,1000,19749.39,Annual,57.35,0,2,2.0,0,0.0,,0.0,No Claim,
POL-004657,INS-00019,2020-05-25,2019-12-18,2020-12-17,APD,10,5.1,6,35.2,4.7,674.9,Other,CA,0,0,0.0,1000,100,12737.86,Quarterly,,0,2,0.0,0,0.0,,0.0,No Claim,
POL-008705,INS-01867,2020-09-22,2020-05-11,2021-05-11,AL,9,2.7,4,35.0,1.3,189.1,Trucking,NY,0,0,,250,300,16271.11,Monthly,64.73,0,2,2.0,2,76347.35,2020-11-06,67660.58,Closed,45.0
POL-005290,INS-03294,2020-11-14,2020-07-29,2021-07-29,APD,7,4.5,5,22.3,7.6,173.6,Service,FL,0,0,0.0,1000,500,5866.28,Monthly,51.96,1,0,2.0,0,0.0,,0.0,No Claim,
POL-003758,INS-00891,2021-08-22,2021-08-12,2022-08-12,APD,7,2.4,5,48.0,2.1,207.7,Trucking,WA,1,0,16443.55,5000,100,7885.81,Monthly,12.06,1,2,0.0,0,0.0,,0.0,No Claim,
POL-014245,INS-01930,2020-12-03,2020-11-03,2021-11-03,AL,10,2.9,7,70.0,4.6,627.4,retail,FL,1,1,10711.47,5000,500,28923.91,Quarterly,24.22,0,1,2.0,0,0.0,,0.0,No Claim,
POL-009936,INS-02263,2020-11-16,2020-06-09,2021-06-09,AL,9,5.3,3,35.3,3.0,279.4,Agriculture,CO,0,0,0.0,2500,100,12406.79,Monthly,11.96,0,3,2.0,0,0.0,,0.0,No Claim,
POL-000251,INS-01550,2020-07-15,2020-03-22,2021-03-22,APD,2,4.3,4,30.2,16.5,90.6,Trucking,AZ,0,1,6525.26,1000,500,12056.67,Annual,26.58,0,0,2.0,0,0.0,,0.0,No Claim,
POL-007754,INS-02695,2021-11-23,2021-09-22,2022-09-22,AL,7,5.6,10,45.9,14.0,124.7,trucking,OH,1,0,5416.72,2500,1000,11208.42,Monthly,88.89,1,2,1.0,0,0.0,,0.0,No Claim,
POL-014754,INS-00847,2022-04-23,2022-01-31,2023-01-31,AL,10,0.0,7,41.4,7.5,213.9,Trucking,OH,0,0,0.0,1000,1000,5724.91,Monthly,53.7,0,2,1.0,1,11456.62,2022-06-05,7672.43,Open,43.0
POL-007335,INS-03243,2020-12-31,2020-12-11,2021-12-11,APD,13,4.4,5,46.8,1.0,619.3,Retail,CA,1,1,28828.58,250,1000,5861.08,Monthly,13.69,1,3,0.0,0,0.0,,0.0,No Claim,
POL-008927,INS-02118,2022-03-19,2022-02-19,2023-02-19,AL,11,5.5,4,40.7,1.3,53.0,retail,NY,1,0,23061.01,2500,500,7484.35,Annual,93.05,1,4,0.0,0,0.0,,0.0,No Claim,
POL-008159,INS-03544,2022-10-11,2022-06-03,2023-06-03,AL,2,3.4,5,53.3,14.1,,Trucking,OH,1,0,5257.52,2500,500,16141.81,Monthly,97.05,1,0,1.0,0,0.0,,0.0,No Claim,
POL-011170,INS-03628,2020-03-05,2019-12-24,2020-12-23,AL,11,6.6,6,53.4,25.4,276.3,Trucking,PA,1,0,,1000,100,21805.73,Monthly,63.67,1,2,2.0,1,28629.48,2020-04-16,24278.93,Under Review,42.0
POL-011685,INS-01388,2021-10-07,2021-08-30,2022-08-30,AL,8,8.4,9,47.7,7.8,268.8,Trucking,WA,0,0,,5000,500,14384.65,,90.05,0,4,1.0,0,0.0,,0.0,No Claim,
POL-014819,INS-02368,2021-05-05,2021-03-21,2022-03-21,AL,6,3.3,9,43.0,17.1,81.8,Trucking,PA,0,0,0.0,1000,500,13160.33,Monthly,28.09,1,1,0.0,0,0.0,,0.0,No Claim,
POL-003408,INS-02906,2021-11-29,2021-10-29,2022-10-29,APD,9,6.1,8,59.8,1.0,320.5,Service,OH,0,1,4159.05,5000,500,5092.41,Annual,13.46,0,2,1.0,0,0.0,,0.0,No Claim,
POL-002730,INS-00627,2021-05-20,2021-04-29,2022-04-29,APD,9,1.7,6,49.8,13.5,278.5,Trucking,NY,0,0,0.0,1000,500,10323.04,Monthly,32.15,1,2,0.0,0,0.0,,0.0,No Claim,
POL-014929,INS-00598,2021-06-18,2021-02-17,2022-02-17,AL,8,5.7,7,49.7,1.0,546.4,Trucking,TX,1,0,4760.24,250,300,16714.17,Annual,24.66,1,3,0.0,0,0.0,,0.0,No Claim,
POL-009000,INS-02994,2020-07-18,2020-06-26,2021-06-26,AL,7,7.3,3,31.2,6.6,,Trucking,OH,0,0,0.0,500,500,8116.36,Quarterly,7.62,1,0,0.0,0,0.0,,0.0,No Claim,
POL-000434,INS-02885,2020-05-23,2020-02-24,2021-02-23,APD,6,4.7,7,39.0,1.0,135.2,SERVICE,CA,1,0,1453.25,5000,500,11293.6,,66.99,0,1,0.0,0,0.0,,0.0,No Claim,
POL-010432,INS-03405,2020-12-20,2020-07-09,2021-07-09,AL,10,3.5,7,41.5,1.6,105.4,Trucking,CA,2,0,7736.87,2500,500,12381.02,Monthly,53.53,1,1,0.0,1,74655.26,2021-01-26,63425.37,Closed,37.0
POL-007423,INS-03683,2020-07-20,2020-06-19,2021-06-19,APD,7,4.0,4,54.1,4.5,346.9,Construction,PA,0,0,0.0,500,1000,19546.22,Monthly,,0,1,0.0,0,0.0,,0.0,No Claim,
POL-007593,INS-02867,2020-08-15,2020-07-18,2021-07-18,AL,7,8.6,9,55.4,1.0,353.9,Construction,CA,1,0,7512.43,500,1000,6797.05,Monthly,98.73,1,2,0.0,0,0.0,,0.0,No Claim,
POL-011389,INS-00769,2020-06-10,2020-02-20,2021-02-19,AL,8,7.7,6,49.1,7.8,133.2,Retail,NC,2,0,12492.63,5000,100,8266.31,Monthly,74.68,0,2,0.0,1,18162.94,2020-07-28,14059.7,Closed,48.0
POL-013715,INS-00460,2022-06-28,2022-04-01,2023-04-01,AL,9,7.3,7,30.5,10.3,,construction,AZ,1,1,5878.46,500,500,9550.21,Monthly,53.94,0,2,0.0,0,0.0,,0.0,No Claim,
POL-010599,INS-01613,2020-08-14,2020-04-20,2021-04-20,AL,9,5.6,6,42.1,3.6,303.7,SERVICE,FL,0,1,16728.56,250,1000,3000.0,Annual,5.76,1,1,0.0,0,0.0,,0.0,No Claim,
POL-014647,INS-01226,2022-01-30,2021-10-09,2022-10-09,AL,10,8.9,5,34.6,9.2,207.0,Service,CA,0,0,0.0,2500,100,8177.2,,38.79,0,2,2.0,0,0.0,,0.0,No Claim,
POL-008608,INS-03072,2022-08-26,2022-04-26,2023-04-26,AL,7,6.5,7,43.2,16.2,142.0,Trucking,GA,0,0,0.0,250,1000,5778.72,Annual,30.92,1,1,0.0,0,0.0,,0.0,No Claim,
POL-012413,INS-00832,2022-01-30,2022-01-13,2023-01-13,AL,6,8.2,7,45.7,5.0,103.7,Service,FL,1,0,7817.32,1000,300,6787.02,Quarterly,95.22,0,0,0.0,0,0.0,,0.0,No Claim,
POL-011232,INS-02239,2020-12-11,2020-08-25,2021-08-25,AL,8,6.8,6,46.3,4.8,122.0,Construction,NC,0,0,0.0,500,500,9228.99,Quarterly,40.94,0,2,2.0,0,0.0,,0.0,No Claim,
POL-005630,INS-02400,2020-01-31,2019-11-14,2020-11-13,APD,8,7.5,5,40.4,1.0,118.7,service,NY,1,1,10816.99,5000,100,10786.02,Quarterly,24.26,1,1,0.0,0,0.0,,0.0,No Claim,
POL-004003,INS-00433,2020-02-08,2019-09-25,2020-09-24,APD,7,3.2,7,40.1,2.3,309.1,SERVICE,FL,1,0,5885.19,250,1000,9052.04,Annual,39.78,1,0,0.0,0,0.0,,0.0,No Claim,
POL-008763,INS-02541,2021-07-27,2021-02-18,2022-02-18,AL,9,7.5,5,44.4,1.0,606.4,Retail,IL,0,1,7106.89,5000,300,17607.33,Annual,87.72,1,0,1.0,1,31395.51,2021-09-05,19536.24,Open,40.0
POL-004754,INS-01420,2022-08-12,2022-06-29,2023-06-29,APD,3,8.2,5,53.4,1.0,63.0,Construction,AZ,0,1,7719.9,500,100,7401.35,Monthly,71.23,0,1,2.0,0,0.0,,0.0,No Claim,
POL-001333,INS-01594,2021-04-10,2020-10-21,2021-10-21,APD,2,1.6,7,29.0,14.6,40.7,Retail,CO,0,0,0.0,250,1000,7922.47,Monthly,76.63,0,0,0.0,0,0.0,,0.0,No Claim,
POL-010243,INS-01959,2021-11-20,2021-06-14,2022-06-14,AL,10,9.8,5,51.1,2.4,208.7,trucking,TX,1,0,7943.26,250,300,27219.9,Quarterly,46.77,0,3,2.0,0,0.0,,0.0,No Claim,
POL-007771,INS-03618,2022-05-27,2022-03-31,2023-03-31,AL,10,2.9,2,34.0,5.2,166.7,Trucking,CO,1,1,7792.14,5000,500,10224.07,Quarterly,48.73,1,1,1.0,0,0.0,,0.0,No Claim,
POL-012960,INS-01238,2021-02-26,2020-12-24,2021-12-24,AL,9,7.8,4,44.3,19.8,79.0,Retail,GA,1,1,18040.47,2500,300,8408.2,Quarterly,,0,1,0.0,0,0.0,,0.0,No Claim,
POL-004197,INS-03168,2021-08-29,2021-04-24,2022-04-24,APD,7,1.7,6,28.4,1.9,121.7,Retail,GA,0,0,0.0,5000,300,7209.26,Quarterly,35.37,1,1,1.0,0,0.0,,0.0,No Claim,
POL-001444,INS-02791,2021-04-19,2021-02-28,2022-02-28,APD,9,10.3,15,49.0,1.8,101.9,CONSTRUCTION,CO,1,0,10872.0,250,300,18079.12,Monthly,14.63,0,3,0.0,0,0.0,,0.0,No Claim,
POL-003682,INS-02175,2020-02-05,2019-11-21,2020-11-20,APD,8,5.4,3,36.8,7.9,243.6,Trucking,OH,0,0,0.0,250,300,10983.05,Monthly,68.9,1,1,0.0,0,0.0,,0.0,No Claim,
POL-011522,INS-00983,2022-02-03,2021-11-28,2022-11-28,AL,6,0.4,4,37.2,1.0,281.3,RETAIL,NC,0,0,0.0,5000,1000,5924.02,Quarterly,57.47,0,1,1.0,1,158757.25,2022-03-20,126527.18,Under Review,45.0
POL-004311,INS-03676,2021-07-22,2021-06-04,2022-06-04,APD,7,3.6,6,40.8,10.0,54.4,Trucking,IL,0,0,0.0,500,500,11493.59,Quarterly,60.63,1,1,2.0,0,0.0,,0.0,No Claim,
POL-007449,INS-00912,2022-03-01,2021-12-24,2022-12-24,APD,10,3.3,6,37.4,11.1,114.5,Retail,FL,1,0,1651.21,1000,100,4096.65,Quarterly,61.39,0,0,1.0,0,0.0,,0.0,No Claim,
POL-004900,INS-01711,2021-10-02,2021-04-07,2022-04-07,APD,6,8.2,3,36.3,4.5,355.6,Retail,AZ,1,1,42140.04,250,500,8737.82,Monthly,33.33,0,2,1.0,0,0.0,,0.0,No Claim,
POL-012851,INS-00644,2021-01-07,2020-07-30,2021-07-30,AL,5,1.3,7,47.6,1.0,,retail,TX,1,0,15103.34,500,500,23151.21,Annual,12.25,1,1,2.0,0,0.0,,0.0,No Claim,
POL-003986,INS-01953,2021-01-07,2020-08-19,2021-08-19,APD,9,7.9,7,46.5,2.7,209.7,Construction,CO,1,1,17050.64,2500,100,5468.61,Quarterly,40.08,1,1,0.0,0,0.0,,0.0,No Claim,
POL-012483,INS-00574,2021-08-26,2021-05-19,2022-05-19,AL,7,3.8,6,37.4,1.1,197.4,SERVICE,CA,2,0,,2500,300,22518.44,Quarterly,70.43,0,1,2.0,0,0.0,,0.0,No Claim,
POL-014485,INS-01136,2020-07-18,2020-04-12,2021-04-12,AL,11,6.9,6,40.0,2.9,229.5,Retail,AZ,2,0,,250,300,11606.0,Monthly,52.82,0,4,2.0,0,0.0,,0.0,No Claim,
